Code,Name,Product Group,Stock Unit,Part Number,DD Code,DMI Code,Schein Code,Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes,DMI IE Product,DMI UK Product,DentalSky Product,Dontalia Product,Henry Schein Product,DMI IE Pack Flag,DMI UK Pack Flag,DentalSky Pack Flag,Dontalia Pack Flag,Henry Schein Pack Flag,DMI IE Adjusted Variance,DMI UK Adjusted Variance,DentalSky Adjusted Variance,Dontalia Adjusted Variance,Henry Schein Adjusted Variance
FMA841,3M Filtek Supreme XTE Body Capsules B5 (4911B5B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911B5B,FLM534,3M-4911B5B,1111076,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA842,3M Filtek Supreme XTE Body Capsules C1 (4911C1B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911C1B,FLM535,3M-4911C1B,1111077,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA843,3M Filtek Supreme XTE Body Capsules C2 (4911C2B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911C2B,FLM536,3M-4911C2B,1111078,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA844,3M Filtek Supreme XTE Body Capsules C3 (4911C3B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911C3B,FLM537,3M-4911C3B,1111079,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA845,3M Filtek Supreme XTE Body Capsules D2 (4911D2B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911D2B,FLM538,3M-4911D2B,1111080,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps D2 Body X 20,3M Filtek Supreme XTE Caps D2 Body X 20,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA846,3M Filtek Supreme XTE Body Capsules D3 (4911D3B) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911D3B,FLM539,3M-4911D3B,1111081,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA847,3M Filtek Supreme XTE Body Capsules W (4911WB) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911WB,FLM540,3M-4911WB,1111082,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:20 theirs:85),MISMATCH (ours:20 theirs:85),,,,N/A,N/A,,,
FMA848,3M Filtek Supreme XTE Body Capsules XW (4911XWB) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),4911XWB,FLM541,3M-4911XWB,1111083,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:20 theirs:85),MISMATCH (ours:20 theirs:85),,,,N/A,N/A,,,
FMA793,3M Filtek Supreme XTE Body Syringe A1 3g (4910A1B) - Each, FILLING MATERIALS ANTERIOR,Each,4910A1B,FLM420,3M-4910A1B,1111019,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A1 Body*,3M Filtek Supreme XTE Syringe A1 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA794,3M Filtek Supreme XTE Body Syringe A2 3g (4910A2B) - Each, FILLING MATERIALS ANTERIOR,Each,4910A2B,FLM422,3M-4910A2B,1111020,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A2 Body*,3M Filtek Supreme XTE Syringe A2 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA795,3M Filtek Supreme XTE Body Syringe A3 3g (4910A3B) - Each, FILLING MATERIALS ANTERIOR,Each,4910A3B,FLM424,3M-4910A3B,1111021,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A3 Body*,3M Filtek Supreme XTE Syringe A3 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA796,3M Filtek Supreme XTE Body Syringe A3.5 3g (4910A3.5B) -Each, FILLING MATERIALS ANTERIOR,Each,4910A3.5B,FLM426,3M-4910A3.5B,1111022,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA797,3M Filtek Supreme XTE Body Syringe A4 3g (4910A4B) - Each, FILLING MATERIALS ANTERIOR,Each,4910A4B,FLM428,3M-4910A4B,1111023,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A4 Body*,3M Filtek Supreme XTE Syringe A4 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA799,3M Filtek Supreme XTE Body Syringe B1 3g (4910B1B) - Each, FILLING MATERIALS ANTERIOR,Each,4910B1B,FLM432,3M-4910B1B,1111025,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe B1 Body,3M Filtek Supreme XTE Syringe B1 Body,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA800,3M Filtek Supreme XTE Body Syringe B2 3g (4910B2B) - Each, FILLING MATERIALS ANTERIOR,Each,4910B2B,FLM434,3M-4910B2B,1111026,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe B2 Body*,3M Filtek Supreme XTE Syringe B2 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA801,3M Filtek Supreme XTE Body Syringe B3 3g (4910B3B) - Each, FILLING MATERIALS ANTERIOR,Each,4910B3B,FLM436,3M-4910B3B,1111027,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe - 3g B3B,3M Filtek Supreme XTE Syringe - 3g B3B,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA803,3M Filtek Supreme XTE Body Syringe C1 3g (4910C1B) - Each, FILLING MATERIALS ANTERIOR,Each,4910C1B,FLM440,3M-4910C1B,1111029,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA804,3M Filtek Supreme XTE Body Syringe C2 3g (4910C2B) - Each, FILLING MATERIALS ANTERIOR,Each,4910C2B,FLM442,3M-4910C2B,1111030,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA805,3M Filtek Supreme XTE Body Syringe C3 3g (4910C3B) - Each, FILLING MATERIALS ANTERIOR,Each,4910C3B,FLM444,3M-4910C3B,1111031,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA806,3M Filtek Supreme XTE Body Syringe D2 3g (4910D2B) - Each, FILLING MATERIALS ANTERIOR,Each,4910D2B,FLM446,3M-4910D2B,1111032,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe - 3g D2,3M Filtek Supreme XTE Syringe - 3g D2,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA807,3M Filtek Supreme XTE Body Syringe D3 3g (4910D3B) - Each, FILLING MATERIALS ANTERIOR,Each,4910D3B,FLM448,3M-4910D3B,1111033,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA808,3M Filtek Supreme XTE Body Syringe W 3g (4910WB) - Each, FILLING MATERIALS ANTERIOR,Each,4910WB,FLM450,3M-4910WB,1111034,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA809,3M Filtek Supreme XTE Body Syringe XW 3g (4910XWB) - Each, FILLING MATERIALS ANTERIOR,Each,4910XWB,FLM452,3M-4910XWB,1111035,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA864,3M Filtek Supreme XTE Clear Trans Capsules (4911CT) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911CT,FLM521,3M-4911CT,1111063,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:10 theirs:85),MISMATCH (ours:10 theirs:85),,,,N/A,N/A,,,
FMA825,3M Filtek Supreme XTE Clear Trans Syringe 3g (4910CT) - Each, FILLING MATERIALS ANTERIOR,Each,4910CT,FLM470,3M-4910CT,1111044,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA849,3M Filtek Supreme XTE Dentine Capsules A1 (4911A1D) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A1D,FLM506,3M-4911A1D,1111048,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps A1 Body X 20*,3M Filtek Supreme XTE Caps A1 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA850,3M Filtek Supreme XTE Dentine Capsules A2 (4911A2D) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A2D,FLM507,3M-4911A2D,1111049,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps A2 Body X 20*,3M Filtek Supreme XTE Caps A2 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA851,3M Filtek Supreme XTE Dentine Capsules A3 (4911A3D) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A3D,FLM508,3M-4911A3D,1111050,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Body - 20 Pack  Caps A3.5*,3M Filtek Supreme XTE Body - 20 Pack  Caps A3.5*,,,,MISMATCH (ours:10 theirs:20),MISMATCH (ours:10 theirs:20),,,,N/A,N/A,,,
FMA852,3M Filtek Supreme XTE Dentine Capsules A4 (4911A4D) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A4D,FLM509,3M-4911A4D,1111051,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Body - 20 Pack  Caps A4*,3M Filtek Supreme XTE Body - 20 Pack  Caps A4*,,,,MISMATCH (ours:10 theirs:20),MISMATCH (ours:10 theirs:20),,,,N/A,N/A,,,
FMA855,3M Filtek Supreme XTE Dentine Capsules W (4911WD) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911WD,FLM512,3M-4911WD,1111054,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:10 theirs:85),MISMATCH (ours:10 theirs:85),,,,N/A,N/A,,,
FMA810,3M Filtek Supreme XTE Dentine Syringe A1 3g (4910A1D) - Each, FILLING MATERIALS ANTERIOR,Each,4910A1D,FLM406,3M-4910A1D,1111012,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A1 Body*,3M Filtek Supreme XTE Syringe A1 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA811,3M Filtek Supreme XTE Dentine Syringe A2 3g (4910A2D) - Each, FILLING MATERIALS ANTERIOR,Each,4910A2D,FLM408,3M-4910A2D,1111013,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A2 Body*,3M Filtek Supreme XTE Syringe A2 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA812,3M Filtek Supreme XTE Dentine Syringe A3 3g (4910A3D) - Each, FILLING MATERIALS ANTERIOR,Each,4910A3D,FLM410,3M-4910A3D,1111014,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A3.5 Body*,3M Filtek Supreme XTE Syringe A3.5 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA815,3M Filtek Supreme XTE Dentine Syringe C4 3g (4910C4D) - Each, FILLING MATERIALS ANTERIOR,Each,4910C4D,FLM416,3M-4910C4D,1111017,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Universal Syringe - 4g Pink Opaquer,3M Filtek Universal Syringe - 4g Pink Opaquer,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA816,3M Filtek Supreme XTE Dentine Syringe W 3g (4910WD) - Each, FILLING MATERIALS ANTERIOR,Each,4910WD,FLM418,3M-4910WD,1111018,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA869,3M Filtek Supreme XTE Dual Shade Capsule Kit (4911D) - Each, FILLING MATERIALS ANTERIOR,Each,4911D,FLM502,3M-4911D,1111085,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps D2 Body X 20,3M Filtek Supreme XTE Caps D2 Body X 20,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA830,3M Filtek Supreme XTE Dual Shade Syringe Kit (4910D) - Each, FILLING MATERIALS ANTERIOR,Each,4910D,FLM404,3M-4910D,1111088,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe - 3g D2,3M Filtek Supreme XTE Syringe - 3g D2,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA856,3M Filtek Supreme XTE Enamel Capsules A1 (4911A1E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A1E,FLM513,3M-4911A1E,1111055,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps A1 Body X 20*,3M Filtek Supreme XTE Caps A1 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA857,3M Filtek Supreme XTE Enamel Capsules A2 (4911A2E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A2E,FLM514,3M-4911A2E,1111056,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps A2 Body X 20*,3M Filtek Supreme XTE Caps A2 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA858,3M Filtek Supreme XTE Enamel Capsules A3 (4911A3E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911A3E,FLM515,3M-4911A3E,1111057,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Body - 20 Pack  Caps A3.5*,3M Filtek Supreme XTE Body - 20 Pack  Caps A3.5*,,,,MISMATCH (ours:10 theirs:20),MISMATCH (ours:10 theirs:20),,,,N/A,N/A,,,
FMA859,3M Filtek Supreme XTE Enamel Capsules B1 (4911B1E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911B1E,FLM516,3M-4911B1E,1111058,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps B1 Body X 20*,3M Filtek Supreme XTE Caps B1 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA860,3M Filtek Supreme XTE Enamel Capsules B2 (4911B2E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911B2E,FLM517,3M-4911B2E,1111059,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps B2 Body X 20*,3M Filtek Supreme XTE Caps B2 Body X 20*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA861,3M Filtek Supreme XTE Enamel Capsules D2 (4911D2E) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911D2E,FLM518,3M-4911D2E,1111060,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Caps D2 Body X 20,3M Filtek Supreme XTE Caps D2 Body X 20,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA862,3M Filtek Supreme XTE Enamel Capsules W (4911WE) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911WE,FLM519,3M-4911WE,1111061,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:10 theirs:85),MISMATCH (ours:10 theirs:85),,,,N/A,N/A,,,
FMA863,3M Filtek Supreme XTE Enamel Capsules XW (4911XWE) - Pack10, FILLING MATERIALS ANTERIOR,Pack (10),4911XWE,FLM520,3M-4911XWE,1111062,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:10 theirs:85),MISMATCH (ours:10 theirs:85),,,,N/A,N/A,,,
FMA817,3M Filtek Supreme XTE Enamel Syringe A1 3g (4910A1E) - Each, FILLING MATERIALS ANTERIOR,Each,4910A1E,FLM454,3M-4910A1E,1111036,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A1 Body*,3M Filtek Supreme XTE Syringe A1 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA818,3M Filtek Supreme XTE Enamel Syringe A2 3g (4910A2E) - Each, FILLING MATERIALS ANTERIOR,Each,4910A2E,FLM456,3M-4910A2E,1111037,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A2 Body*,3M Filtek Supreme XTE Syringe A2 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA819,3M Filtek Supreme XTE Enamel Syringe A3 3g (4910A3E) - Each, FILLING MATERIALS ANTERIOR,Each,4910A3E,FLM458,3M-4910A3E,1111038,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe A3.5 Body*,3M Filtek Supreme XTE Syringe A3.5 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA820,3M Filtek Supreme XTE Enamel Syringe B1 3g (4910B1E) - Each, FILLING MATERIALS ANTERIOR,Each,4910B1E,FLM460,3M-4910B1E,1111039,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe B1 Body,3M Filtek Supreme XTE Syringe B1 Body,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA821,3M Filtek Supreme XTE Enamel Syringe B2 3g (4910B2E) - Each, FILLING MATERIALS ANTERIOR,Each,4910B2E,FLM462,3M-4910B2E,1111040,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe B2 Body*,3M Filtek Supreme XTE Syringe B2 Body*,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA822,3M Filtek Supreme XTE Enamel Syringe D2 3g (4910D2E) - Each, FILLING MATERIALS ANTERIOR,Each,4910D2E,FLM464,3M-4910D2E,1111041,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Filtek Supreme XTE Syringe - 3g D2,3M Filtek Supreme XTE Syringe - 3g D2,,,,UNKNOWN,UNKNOWN,,,,,,,,
FMA823,3M Filtek Supreme XTE Enamel Syringe W 3g (4910WE) - Each, FILLING MATERIALS ANTERIOR,Each,4910WE,FLM466,3M-4910WE,1111042,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA824,3M Filtek Supreme XTE Enamel Syringe XW 3g (4910XWE) - Each, FILLING MATERIALS ANTERIOR,Each,4910XWE,FLM468,3M-4910XWE,1111043,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA1033,3M Filtek Supreme XTE Flow Capsules A1 (6033A1) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6033A1,FLM580,3M-6033A1,1113551,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1034,3M Filtek Supreme XTE Flow Capsules A2 (6033A2) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6033A2,FLM582,3M-6033A2,1113552,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1035,3M Filtek Supreme XTE Flow Capsules A3 (6033A3) - Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6033A3,FLM584,3M-6033A3,1113553,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA1021,3M Filtek Supreme XTE Flow Syringes A1 (4920A1) - Pack2, FILLING MATERIALS ANTERIOR,Pack (2),4920A1,FLM550,3M-4920A1,1113539,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,,,,,,,,,,,,,,,
FMA870,3M Filtek Supreme XTE Professional Capsule Kit (4911P) -Each, FILLING MATERIALS ANTERIOR,Each,4911P,FLM500,3M-4911P,1111084,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA831,3M Filtek Supreme XTE Professional Syringe Kit (4910P) -Each, FILLING MATERIALS ANTERIOR,Each,4910P,FLM402,3M-4910P,1111087,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FMA829,3M Filtek Supreme XTE Single Shade Syringe Kit (4910S) -Each, FILLING MATERIALS ANTERIOR,Each,4910S,FLM400,3M-4910S,1111086,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,3M Sof-Lex Pop-On Discs 1/2&quot;/12.7mm Pack 85 Coarse Black,,,,MISMATCH (ours:1 theirs:85),MISMATCH (ours:1 theirs:85),,,,N/A,N/A,,,
FLM342,3M Filtek Universal Restorative Capsules A1 (6550A1) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550A1,FLM342,3M-6550A1,1192814,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FLM344,3M Filtek Universal Restorative Capsules A2 (6550A2) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550A2,FLM344,3M-6550A2,1192815,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FLM346,3M Filtek Universal Restorative Capsules A3 (6550A3) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550A3,FLM346,3M-6550A3,1192816,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,"3M Filtek Universal Capsules 20 x 0.2g, Shade A3","3M Filtek Universal Capsules 20 x 0.2g, Shade A3",,,,MATCH,MATCH,,,,,,,,
FLM348,3M Filtek Universal Restorative Capsules A3.5 (6550A3.5), FILLING MATERIALS ANTERIOR,Pack (20),6550A3.5,FLM348,3M-6550A3.5,1192817,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FLM350,3M Filtek Universal Restorative Capsules A4 (6550A4) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550A4,FLM350,3M-6550A4,1192818,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FLM352,3M Filtek Universal Restorative Capsules B1 (6550B1) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550B1,FLM352,3M-6550B1,1192819,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
FLM354,3M Filtek Universal Restorative Capsules B2 (6550B2) -Pack20, FILLING MATERIALS ANTERIOR,Pack (20),6550B2,FLM354,3M-6550B2,1192820,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,3M Scotchbond Universal Plus Adhesive 5ml,3M Scotchbond Universal Plus Adhesive 5ml,,,,UNKNOWN,UNKNOWN,,,,,,,,
