Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes
OH318,Stoddard OPTIM Interdental Brush Pink XXXXFine - Pack8,Stoddard,ID121/004,ORAL HYGIENE,Pack (8),£1.37,£2.50,€2.90,45.4%,N/A,N/A,,£1.95,28.2%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-0-0-4mm-pink-8.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH320,Stoddard OPTIM Interdental Brush Red XXFine - Pack8,Stoddard,ID119/004,ORAL HYGIENE,Pack (8),£1.37,£2.19,€2.54,37.4%,N/A,N/A,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-2-0-5mm-red-8.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH321,Stoddard OPTIM Interdental Brush Blue XFine - Pack8,Stoddard,ID118/004,ORAL HYGIENE,Pack (8),£1.30,£2.19,€2.54,40.4%,N/A,N/A,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-3-0-6mm-blue-8.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH322,Stoddard OPTIM Interdental Brush Yellow Fine - Pack8,Stoddard,ID117/004,ORAL HYGIENE,Pack (8),£1.31,£2.19,€2.54,40.0%,N/A,N/A,,£1.95,12.3%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-4-0-7mm-yellow-8.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH323,Stoddard OPTIM Interdental Brush Green Medium - Pack8,Stoddard,ID116/004,ORAL HYGIENE,Pack (8),£1.30,£2.28,€2.64,42.9%,N/A,N/A,,£1.95,16.9%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-5-0-8mm-green-8.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH340,Stoddard OPTIM Interdental Brush Orange XXXFine -Pack25,Stoddard,ID120/007,ORAL HYGIENE,Pack (25),£3.65,£6.59,€7.64,44.6%,N/A,N/A,,£5.15,28.0%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-1-0-45mm-orange-25.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH341,Stoddard OPTIM Interdental Brush Red XXFine - Pack25,Stoddard,ID119/007,ORAL HYGIENE,Pack (25),£3.65,£5.93,€6.88,38.4%,N/A,N/A,,£5.15,15.1%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-2-0-5mm-red-25.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH342,Stoddard OPTIM Interdental Brush Blue XFine - Pack25,Stoddard,ID118/007,ORAL HYGIENE,Pack (25),£3.65,£6.49,€7.53,43.8%,N/A,N/A,,£5.15,26.0%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-3-0-6mm-blue-25.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH343,Stoddard OPTIM Interdental Brush Yellow Fine - Pack25,Stoddard,ID117/007,ORAL HYGIENE,Pack (25),£3.64,£6.28,€7.28,42.1%,N/A,N/A,,£5.15,21.9%,https://www.dentalsky.com/icon-optim-interdental-brushes-original-size-4-0-7mm-yellow-25.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
OH356,UnoDent Mouthwash Tablets Pink Thymol (CMT010) - Tub1000,UnoDent,CMT010,ORAL HYGIENE,Tub (1000),£4.62,£9.85,€11.43,53.1%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
OH357,UnoDent Mouthwash Tablets Green Mint (CMT015) - Tub1000,UnoDent,CMT015,ORAL HYGIENE,Tub (1000),£4.62,£11.01,€12.77,58.0%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
OH409,Oral-B Satin Tape Mint 25m - Each,OralB,,ORAL HYGIENE,Each,£1.00,£1.80,€2.09,44.4%,N/A,N/A,,£2.10,-14.3%,https://www.dentalsky.com/oral-b-satin-tape-25-metres.html,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
PAC618,Curaprox Ortho Retail Box - Each,Curaprox,ORTHO RETAIL,ORAL HYGIENE,Each,£13.25,£18.83,€21.84,29.6%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAD145,Curaprox CPS Prime Chairside Handy Turquoise - Pack25,Curaprox,CH 25 HANDY 06,ORAL HYGIENE,Pack (25),£9.67,£15.50,€17.98,37.6%,€22.05,-18.5%,https://www.dmi.ie/products/curaprox-prime-handy-25pk-turquoise-0-6mm-cura-chaircps06.html?name=Curaprox&type=simple&_gl=1*qvpyiu*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£18.46,,https://www.dmi.co.uk/products/curaprox-prime-handy-25pk-turquoise-0-6mm-cura-chaircps06.html?name=Curaprox&type=simple&_gl=1*qvpyiu*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAD160,Curaprox CPS Prime Start Kit Turquoise - Each,Curaprox,CPSK-06,ORAL HYGIENE,Each,£4.26,£6.00,€6.96,28.9%,€9.66,-28.0%,https://www.dmi.ie/products/curaprox-prime-start-kit-pk-8-06-turquoise-cura-cpsk-06.html?name=Curaprox&type=simple&_gl=1*p7toc7*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£8.09,,https://www.dmi.co.uk/products/curaprox-prime-start-kit-pk-8-06-turquoise-cura-cpsk-06.html?name=Curaprox&type=simple&_gl=1*p7toc7*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAD165,Curaprox CPS Prime Start Kit Lime Green - Each,Curaprox,CPSK-011,ORAL HYGIENE,Each,£4.26,£6.00,€6.96,28.9%,€9.66,-28.0%,https://www.dmi.ie/products/curaprox-prime-start-kit-lime-green-cura-cpsk-011.html?name=Curaprox&type=simple&_gl=1*iqtlpm*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£8.09,,https://www.dmi.co.uk/products/curaprox-prime-start-kit-lime-green-cura-cpsk-011.html?name=Curaprox&type=simple&_gl=1*iqtlpm*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAP014A,Plastic Cups White Polypropylene 180ml (21809) - Case2000,4Aces,DVPPW1802A,PAPER PRODUCTS,Case (2000),£18.42,£29.49,€34.21,37.5%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAP089,Whisper LUXI White Facial Tissues 2 Ply - Case36,Performance Hygiene,NWHP003,PAPER PRODUCTS,Case (36),£25.13,£36.36,€42.18,30.9%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAT047,TePe Orthodontic Kit (962686) - Each,TePe,962686,Orthodontics and Accessories,Each,£4.82,£7.44,€8.63,35.2%,€11.32,-23.8%,https://www.dmi.ie/products/tepe-orthodontic-kit-tepe-962686o.html?_gl=1*jq3t58*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDY3OC4wLjAuMA..,N/A,N/A,,€6.67,,https://www.dontalia.com/orthodontic-kit-tepe,£9.48,,https://www.dmi.co.uk/products/tepe-orthodontic-kit-tepe-962686o.html?_gl=1*jq3t58*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDY3OC4wLjAuMA..,N/A,,,,,Not listed on competitor,,Not listed on competitor
PAT064,TePe Select Toothbrushes Extra Soft - Each,TePe,322110,ORAL HYGIENE,Each,£0.75,£1.21,€1.40,38.0%,€1.44,-2.5%,https://www.dmi.ie/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe&type=simple&_gl=1*1sy5hq6*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..,N/A,N/A,,N/A,N/A,,£1.20,,https://www.dmi.co.uk/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe&type=simple&_gl=1*1sy5hq6*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PAT266,TePe Interspace Soft Brush (1 Handle + 12 Heads) - Each,TePe,412364,ORAL HYGIENE,Each,£2.92,£5.65,€6.55,48.3%,€8.03,-18.4%,https://www.dmi.ie/products/tepe-interspace-1handle-12-heads-soft-yellow-tepe-412364.html?name=TePe&type=simple&_gl=1*989k47*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,£3.90,44.9%,https://www.dentalsky.com/tepe-interspace-soft-1-handlex12-heads-tepe.html,N/A,N/A,,£6.72,,https://www.dmi.co.uk/products/tepe-interspace-1handle-12-heads-soft-yellow-tepe-412364.html?name=TePe&type=simple&_gl=1*989k47*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,N/A,,,,,,Not listed on competitor,Not listed on competitor
PBC065,Curaprox Perio Plus+ Support Toothpaste 0.09% 75ml - Each,Curaprox,CPP709,ORAL HYGIENE,Each,£4.71,£6.41,€7.44,26.6%,€9.03,-17.7%,https://www.dmi.ie/products/curaprox-perio-plus-support-toothpaste-0-09-75ml-single-cura-cpp709.html?name=Curaprox&type=simple&_gl=1*xq64wr*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£7.56,,https://www.dmi.co.uk/products/curaprox-perio-plus-support-toothpaste-0-09-75ml-single-cura-cpp709.html?name=Curaprox&type=simple&_gl=1*xq64wr*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PCG108,Oral-B Glide Floss Picks - Pack30,Oral-B,0405,ORAL HYGIENE,Pack (30),£3.39,£5.50,€6.38,38.4%,€7.14,-10.6%,https://www.dmi.ie/products/oral-b-glide-floss-picks-30pk-oral-ob140sp.html?name=Oral-B&type=simple&_gl=1*1tkdpkm*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDE0MDE5OC4yLjEuMTc0NDE0MDI4Ni4wLjAuMA..,£4.60,19.6%,https://www.dentalsky.com/oral-b-glide-floss-picks-30.html,N/A,,,£5.98,,https://www.dmi.co.uk/products/oral-b-glide-floss-picks-30pk-oral-ob140sp.html?name=Oral-B&type=simple&_gl=1*1tkdpkm*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDE0MDE5OC4yLjEuMTc0NDE0MDI4Ni4wLjAuMA..,N/A,,,,,,Not listed on competitor,Not listed on competitor
PCO036,Oral-B Superfloss Strands Mint (C000523) - Each,Oral-B,C000523,ORAL HYGIENE,Pack (50),£1.49,£2.15,€2.49,30.7%,N/A,N/A,,£3.05,-29.5%,https://www.dentalsky.com/oral-b-superfloss.html,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
PCO040,Oral-B Essential Floss 50m (4103330317131) - Each,Oral-B,4103330317131,ORAL HYGIENE,Each,£0.83,£1.50,€1.74,44.7%,N/A,N/A,,£2.35,-36.2%,https://www.dentalsky.com/oral-b-essential-mint-floss-50m.html,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
PDM313,Panadent Minamint Refresh 100ml (80.PR032MR) Each,Panadent,80.PR032MR,ORAL HYGIENE,Each,£11.65,£15.75,€18.27,26.0%,N/A,N/A,https://www.dmi.ie/products/panadent-minamint-mouthwash-100ml-pana-1.html,£17.50,-10.0%,https://www.dentalsky.com/minamint-refresh-mouthwash-concentrate-100ml.html,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
PDP100,Curaprox Perio Plus+ Balance Mouthwash 0.05% 200ml - Each,Curaprox,CPP205,ORAL HYGIENE,Each,£5.02,£6.68,€7.75,24.8%,€11.24,-31.1%,https://www.dmi.ie/products/perio-plus-balance-mouthwash-200ml-bottle-0-05-cura-cpp205.html?name=Curaprox&type=simple&_gl=1*sx3wel*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£9.41,,https://www.dmi.co.uk/products/perio-plus-balance-mouthwash-200ml-bottle-0-05-cura-cpp205.html?name=Curaprox&type=simple&_gl=1*sx3wel*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PDP101,Curaprox Perio Plus+ Regenerate Mouthwash 0.09% 200ml - Each,Curaprox,CPP209,ORAL HYGIENE,Each,£4.98,£6.74,€7.82,26.1%,€9.03,-13.4%,https://www.dmi.ie/products/curaprox-regenerate-mouthwash-0-09-200ml-cura-cpp209.html?name=Curaprox&type=simple&_gl=1*vg2yz4*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,N/A,,N/A,,,£7.56,,https://www.dmi.co.uk/products/curaprox-regenerate-mouthwash-0-09-200ml-cura-cpp209.html?name=Curaprox&type=simple&_gl=1*vg2yz4*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI003,Philips Zoom! Chairside Kit - DayWhite 6% HP Take-Home Gel,Philips,ZME2692,PHI - Philips Soniccare & Zoom!,Each,£123.21,£161.25,€187.05,23.6%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI005,Philips Zoom! DayWhite ACP Take Home Mini Kit 6% (HP) - Each,Philips,881013011010,PHI - Philips Soniccare & Zoom!,Each,£13.30,£17.50,€20.30,24.0%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI006,Philips Zoom! NiteWhite ACP Take Home Mini Kit 10% (CP) Each,Philips,881058011030,PHI - Philips Soniccare & Zoom!,Each,£13.37,£17.50,€20.30,23.6%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI007,Philips Zoom! NiteWhite ACP Take Home Mini Kit 16% (CP) Each,Philips,881058511030,PHI - Philips Soniccare & Zoom!,Each,£13.44,£17.50,€20.30,23.2%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI008,Philips Zoom! DayWhite ACP Take Home Standard 6% (HP) - Each,Philips,881073011030,PHI - Philips Soniccare & Zoom!,Each,£26.91,£34.90,€40.48,22.9%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI009,Philips Zoom! NiteWhite ACP Take Home Standard 10% (CP) Each,Philips,881073411030,PHI - Philips Soniccare & Zoom!,Each,£26.96,£34.90,€40.48,22.8%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI010,Philips Zoom! NiteWhite ACP Take Home Standard 16% (CP) Each,Philips,881073911030,PHI - Philips Soniccare & Zoom!,Each,£26.93,£34.90,€40.48,22.8%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI011A,Philips Zoom! Bulk Take Home Box DayWhite 6% (HP) - Box 25,Philips,881012125030,PHI - Philips Soniccare & Zoom!,Box (25),£88.85,£137.50,€159.50,35.4%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI011B,Philips Zoom! Bulk Take Home Box NiteWhite 10% (CP) - Box 25,Philips,881012325030,PHI - Philips Soniccare & Zoom!,Box (25),£87.75,£137.50,€159.50,36.2%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI011C,Philips Zoom! Bulk Take Home Box NiteWhite 16% (CP) - Box 25,Philips,881012525030,PHI - Philips Soniccare & Zoom!,Box (25),£88.85,£137.50,€159.50,35.4%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PHI019,Philips Zoom! EVA Tray Material - Pack12,Philips,881020401020,PHI - Philips Soniccare & Zoom!,Pack (12),£8.20,£12.10,€14.04,32.2%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PP021,Spiderman Stickers (PS375) - Roll100,Sherman Speciality,1090961,PREVENTITIVE PRODUCTS,Roll (100),£5.05,£7.25,€8.41,30.3%,N/A,N/A,,£9.95,-27.1%,https://www.dentalsky.com/stickers-ultimate-spideman-100.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
PP037,Perfection Plus Protect+ Visor Refill (PP011/0051) - Pack12,Perfection Plus,011/0051,PREVENTITIVE PRODUCTS,Pack (12),£8.75,£14.13,€16.39,38.1%,€22.70,-27.8%,https://www.dmi.ie/products/perfection-plus-protect-visor-mask-replacement-shield-refills-12pk-perf-0110051.html?_gl=1*17pkbxd*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzczNC4wLjAuMA..,£17.60,-19.7%,https://www.dentalsky.com/protect-visor-shields-refill-12.html,N/A,N/A,,£19.00,,https://www.dmi.co.uk/products/perfection-plus-protect-visor-mask-replacement-shield-refills-12pk-perf-0110051.html?_gl=1*17pkbxd*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzczNC4wLjAuMA..,N/A,,,,,,Not listed on competitor,Not listed on competitor
PP096,MediBadge Disney Princesses Stickers - Pack90,MediBadge,2325,PREVENTITIVE PRODUCTS,Pack (90),£3.51,£4.99,€5.79,29.7%,€11.69,-50.5%,https://www.dmi.ie/products/medibadge-disney-princesses-stickers-75pk-mg-2325p.html,N/A,N/A,,N/A,,,£9.80,-49.1%,https://www.dmi.co.uk/products/medibadge-disney-princesses-stickers-75pk-mg-2325p.html,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
PRC308,UnoDent Prophy Cups Latex Free RA Steel Shank - Pack144,UnoDent,PRC308,MISCELLANEOUS,Pack (144),£7.13,£23.29,€27.02,69.4%,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
PRC315,Perfection Plus Prophy+ Polishing Cups RA (005/0009) Pack144,Perfection Plus,005/0009," FINISHING, POLISHING MATERIALS",Pack (144),£12.27,£19.65,€22.79,37.6%,N/A,N/A,,£15.10,30.1%,https://www.dentalsky.com/prophy-latex-free-polishing-cups-ra-144.html,N/A,N/A,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,Not listed on competitor,Not listed on competitor
Q01537,Kavo Aspiration Connection (0.211.1761),KAVO,0.211.1761,KAVO EQUIPMENT & SPARES,Each,£20.65,£49.05,€56.90,57.9%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
Q02109,Kavo Aspiration Connection (0.211.1751),KAVO,0.211.1751,KAVO EQUIPMENT & SPARES,Each,£18.99,£43.67,€50.66,56.5%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
QLK100,Kavo Sieve (0.763.3423) Each,KAVO,0.763.3423,ENGINEERING,Each,£3.47,£7.88,€9.14,55.9%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
QWP002,Pegasus Barrier Envelope Size 2 (17302PEG) - Pack100,Astek Innovations,17302PEG,ENGINEERING,Pack (100),£4.88,£11.27,€13.07,56.7%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SCB014,Koolpak Instant Ice Pack 24x12cm - Each,Koolpak,30DIIP20,MISCELLANEOUS,Each,£0.61,£1.33,€1.54,54.1%,N/A,N/A,,N/A,N/A,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
SE004,Roeko Surgitip 2.8mm (462025) - Box20,Coltene,462025,SALIVA EJECTORS,Box (20),£22.49,£47.25,€54.81,52.4%,€57.04,-3.9%,https://www.dmi.ie/products/roeko-surgitip-2-5mm-20pk-roek-462025.html?name=%20Roeko%20Surgitip%202.8mm&type=simple&_gl=1*cg7owc*_up*MQ..*_ga*MTMzOTUzMzI0MS4xNzQ0MDQ2MTE0*_ga_0T1NKWVSZ2*MTc0NDA0NjExNC4xLjEuMTc0NDA0NjE1Ny4wLjAuMA..,£37.95,24.5%,https://www.dentalsky.com/surgitip-aspirator-tips-2-5mm-20.html,N/A,,,£47.76,,https://www.dmi.co.uk/products/roeko-surgitip-2-5mm-20pk-roek-462025.html?name=%20Roeko%20Surgitip%202.8mm&type=simple&_gl=1*cg7owc*_up*MQ..*_ga*MTMzOTUzMzI0MS4xNzQ0MDQ2MTE0*_ga_0T1NKWVSZ2*MTc0NDA0NjExNC4xLjEuMTc0NDA0NjE1Ny4wLjAuMA..,N/A,,,,,,Not listed on competitor,Not listed on competitor
SE011,Perfection Plus Saliva Ejectors Clear (PP011/4250) - Pack100,Perfection Plus,011/4250 / 50,SALIVA EJECTORS,Pack (100),£1.95,£3.68,€4.27,47.0%,€3.81,12.0%,https://www.dmi.ie/products/perfection-plus-saliva-ejectors-fixed-tip-100pk-clear-perf-0114250.html?_gl=1*1phdi1s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzQ1OS4wLjAuMA..,£3.05,20.7%,https://www.dentalsky.com/perfection-plus-saliva-ejectors-fixed-tip-clear-100.html,N/A,N/A,,£3.19,,https://www.dmi.co.uk/products/perfection-plus-saliva-ejectors-fixed-tip-100pk-clear-perf-0114250.html?_gl=1*1phdi1s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzQ1OS4wLjAuMA..,N/A,,,,,,Not listed on competitor,Not listed on competitor
SE015,Orsing Hygovac Aspirator Tubes - Pack100,J H Orsing Ab,V2800,SALIVA EJECTORS,Pack (100),£1.74,£4.30,€4.99,59.5%,N/A,N/A,,£2.70,59.3%,https://www.dentalsky.com/hygovac-100.html,€3.34,,https://www.dontalia.com/hygovac-100u.html,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,,,Not listed on competitor
